RELIANCE,Reliance Industries Limited
GROBTEA,The Grob Tea Company Limited
SBC,SBC Exports Limited
SALONA,Salona Cotspin Limited
IMAGICAA,Imagicaaworld Entertainment Limited
RKEC,RKEC Projects Limited
BLBLIMITED,BLB Limited
BSL,BSL Limited
PRAENG,Prajay Engineers Syndicate Limited
AARON,Aaron Industries Limited
SMARTLINK,Smartlink Holdings Limited
DRSDILIP,DRS Dilip Roadlines Limited
SIGIND,Signet Industries Limited
IZMO,IZMO Limited
FIBERWEB,Fiberweb (India) Limited
LOTUSEYE,Lotus Eye Hospital and Institute Limited
PALASHSECU,Palash Securities Limited
BAGFILMS,B.A.G Films and Media Limited
RAJSREESUG,Rajshree Sugars & Chemicals Limited
BHANDARI,Bhandari Hosiery Exports Limited
JBFIND,JBF Industries Limited
VERTOZ,Vertoz Advertising Limited
AKASH,Akash Infra-Projects Limited
SARVESHWAR,Sarveshwar Foods Limited
MUKTAARTS,Mukta Arts Limited
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
ABMINTLLTD,ABM International Limited
TIRUPATIFL,Tirupati Forge Limited
KAPSTON,Kapston Services Limited
SURANASOL,Surana Solar Limited
SOFTTECH,Softtech Engineers Limited
REMSONSIND,Remsons Industries Limited
BHAGYAPROP,Bhagyanagar Properties Limited
MAHASTEEL,Mahamaya Steel Industries Limited
MOTOGENFIN,The Motor & General Finance Limited
AIROLAM,Airo Lam limited
TIL,TIL Limited
SECL,Salasar Exteriors and Contour Limited
TOTAL,Total Transport Systems Limited
FOCE,Foce India Limited
ENERGYDEV,Energy Development Company Limited
AVG,AVG Logistics Limited
PARIN,Parin Furniture Limited
TOUCHWOOD,Touchwood Entertainment Limited
ROML,Raj Oil Mills Limited
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
WEIZMANIND,Weizmann Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
PRESSMN,Pressman Advertising Limited
UNIVASTU,Univastu India Limited
WELINV,Welspun Investments and Commercials Limited
INDBANK,Indbank Merchant Banking Services Limited
LPDC,Landmark Property Development Company Limited
GOENKA,Goenka Diamond and Jewels Limited
MRO-TEK,MRO-TEK Realty Limited
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
SIMBHALS,Simbhaoli Sugars Limited
MICEL,MIC Electronics Limited
SOLEX,Solex Energy Limited
SGL,STL Global Limited
OMAXAUTO,Omax Autos Limited
LAMBODHARA,Lambodhara Textiles Limited
PRAKASHSTL,Prakash Steelage Limited
DBSTOCKBRO,DB (International) Stock Brokers Limited
SEPOWER,S.E. Power Limited
DHRUV,Dhruv Consultancy Services Limited
AUSOMENT,Ausom Enterprise Limited
STEELCITY,Steel City Securities Limited
SHIVAMILLS,Shiva Mills Limited
FOCUS,Focus Lighting and Fixtures Limited
AMDIND,AMD Industries Limited
MBECL,Mcnally Bharat Engineering Company Limited
CCCL,Consolidated Construction Consortium Limited
KRISHIVAL,Empyrean Cashews Limited
SVLL,Shree Vasu Logistics Limited
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited
SEYAIND,Seya Industries Limited
TOKYOPLAST,Tokyo Plast International Limited
VMARCIND,V Marc India Limited
ROLTA,Rolta India Limited
SALSTEEL,S.A.L. Steel Limited
BANKA,Banka BioLoo Limited
AROGRANITE,Aro Granite Industries Limited
UJAAS,Ujaas Energy Limited
CENTEXT,Century Extrusions Limited
GANGAFORGE,Ganga Forging Limited
SANWARIA,Sanwaria Consumer Limited
ALKALI,Alkali Metals Limited
MCL,Madhav Copper Limited
TREJHARA,TREJHARA SOLUTIONS LIMITED
TARMAT,Tarmat Limited
MKPL,M K Proteins Limited
ANIKINDS,Anik Industries Limited
RSSOFTWARE,R. S. Software (India) Limited
MOKSH,Moksh Ornaments Limited
JETFREIGHT,Jet Freight Logistics Limited
SHREERAMA,Shree Rama Multi-Tech Limited
ARCHIDPLY,Archidply Industries Limited
SUMEETINDS,Sumeet Industries Limited
SIL,Standard Industries Limited
CINEVISTA,Cinevista Limited
KEYFINSERV,Keynote Financial Services Limited
MORARJEE,Morarjee Textiles Limited
NITIRAJ,Nitiraj Engineers Limited
SAMBHAAV,Sambhaav Media Limited
DELTAMAGNT,Delta Manufacturing Limited
BCONCEPTS,Brand Concepts Limited
TIRUPATI,Shree Tirupati Balajee FIBC Limited
AGRITECH,Agri-Tech (India) Limited
SONAMCLOCK,Sonam Clock Limited
PUNJLLOYD,Punj Lloyd Limited
HINDCON,Hindcon Chemicals Limited
AMBANIORG,Ambani Organics Limited
GLOBAL,Global Education Limited
VAISHALI,Vaishali Pharma Limited
PRECISION,Precision Metaliks Limited
GEEKAYWIRE,Geekay Wires Limited
MAHICKRA,Mahickra Chemicals Limited
URAVI,Uravi T and Wedge Lamps Limited
SICAL,Sical Logistics Limited
PNC,Pritish Nandy Communications Limited
UTTAMSTL,Uttam Galva Steels Limited
TARACHAND,Tara Chand Logistic Solutions Limited
PROLIFE,Prolife Industries Limited
CELEBRITY,Celebrity Fashions Limited
AJOONI,Ajooni Biotech Limited
HISARMETAL,Hisar Metal Industries Limited
DGCONTENT,Digicontent Limited
PRITI,Priti International Limited
NIBL,NRB Industrial Bearings Limited
KRITIKA,Kritika Wires Limited
SUPREMEENG,Supreme Engineering Limited
SAGARDEEP,Sagardeep Alloys Limited
ORIENTLTD,Orient Press Limited
CORDSCABLE,Cords Cable Industries Limited
JAKHARIA,JAKHARIA FABRIC LIMITED
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
BMETRICS,Bombay Metrics Supply Chain Limited
EXCEL,Excel Realty N Infra Limited
GLOBALVECT,Global Vectra Helicorp Limited
KALYANIFRG,Kalyani Forge Limited
SUPERSPIN,Super Spinning Mills Limited
LEXUS,Lexus Granito (India) Limited
VINNY,Vinny Overseas Limited
AVROIND,AVRO INDIA LIMITED
BANARBEADS,Banaras Beads Limited
SIKKO,Sikko Industries Limited
OMKARCHEM,Omkar Speciality Chemicals Limited
PANACHE,Panache Digilife Limited
INDSWFTLTD,Ind-Swift Limited
ARCHIES,Archies Limited
VASWANI,Vaswani Industries Limited
MALUPAPER,Malu Paper Mills Limited
BEARDSELL,Beardsell Limited
AAATECH,Aaa Technologies Limited
SECURCRED,SecUR Credentials Limited
BDR,BDR Buildcon Limited
HPIL,Hindprakash Industries Limited
MTEDUCARE,MT Educare Limited
JAIPURKURT,Nandani Creation Limited
AURDIS,Aurangabad Distillery Limited
MERCATOR,Mercator Limited
AARVEEDEN,Aarvee Denims & Exports Limited
TERASOFT,Tera Software Limited
FLEXITUFF,Flexituff Ventures International Limited
GAL,Gyscoal Alloys Limited
HOVS,HOV Services Limited
CALSOFT,California Software Company Limited
DHARSUGAR,Dharani Sugars & Chemicals Limited
BURNPUR,Burnpur Cement Limited
PARTYCRUS,Party Cruisers Limited
ARSSINFRA,ARSS Infrastructure Projects Limited
VARDMNPOLY,Vardhman Polytex Limited
ICDSLTD,ICDS Limited
ATALREAL,Atal Realtech Limited
EASTSILK,Eastern Silk Industries Limited
SHRADHA,Shradha Infraprojects Limited
ZENITHEXPO,Zenith Exports Limited
BALKRISHNA,Balkrishna Paper Mills Limited
MDL,Marvel Decor Limited
NPST,Network People Services Technologies Limited
WEWIN,WE WIN LIMITED
KKVAPOW,KKV Agro Powers Limited
BVCL,Barak Valley Cements Limited
MHHL,Mohini Health & Hygiene Limited
DCI,DC Infotech and Communication Limited
ROLLT,Rollatainers Limited
TIMESGTY,Times Guaranty Limited
MARSHALL,Marshall Machines Limited
CMICABLES,CMI Limited
WIPL,The Western India Plywoods Limited
CYBERMEDIA,Cyber Media (India) Limited
COOLCAPS,Cool Caps Industries Limited
AISL,ANI Integrated Services Limited
VIVIDHA,Visagar Polytex Limited
KHFM,Khfm Hospitality And Facility Management Services Limited
AGROPHOS,Agro Phos India Limited
MRO,M.R. Organisation Limited
MADHAV,Madhav Marbles and Granites Limited
FMNL,Future Market Networks Limited
NAGREEKEXP,Nagreeka Exports Limited
NIDAN,Nidan Laboratories and Healthcare Limited
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
ABCOTS,A B Cotspin India Limited
LCCINFOTEC,LCC Infotech Limited
KRIDHANINF,Kridhan Infra Limited
VINEETLAB,Vineet Laboratories Limited
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
COUNCODOS,Country Condo's Limited
BANG,Bang Overseas Limited
EDUCOMP,Educomp Solutions Limited
LIBAS,Libas Consumer Products Limited
RELIABLE,Reliable Data Services Limited
MADHUCON,Madhucon Projects Limited
MAGNUM,Magnum Ventures Limited
ANSALHSG,Ansal Housing Limited
OILCOUNTUB,Oil Country Tubular Limited
UCL,Ushanti Colour Chem Limited
HILTON,Hilton Metal Forging Limited
JETKNIT,Jet Knitwears Limited
MANUGRAPH,Manugraph India Limited
AKG,Akg Exim Limited
ASLIND,ASL Industries Limited
SOMICONVEY,Somi Conveyor Beltings Limited
SHAIVAL,Shaival Reality Limited
SURANI,Surani Steel Tubes Limited
DIGJAMLMTD,Digjam Limited
SWARAJ,Swaraj Suiting Limited
KARMAENG,Karma Energy Limited
SANGINITA,Sanginita Chemicals Limited
HECPROJECT,HEC Infra Projects Limited
PIGL,Power & Instrumentation (Gujarat) Limited
HBSL,HB Stockholdings Limited
SUMIT,Sumit Woods Limited
GIRIRAJ,Giriraj Civil Developers Limited
MILTON,Milton Industries Limited
CROWN,Crown Lifters Limited
TREEHOUSE,Tree House Education & Accessories Limited
ORIENTALTL,Oriental Trimex Limited
PATINTLOG,Patel Integrated Logistics Limited
SETUINFRA,Setubandhan Infrastructure Limited
CUBEXTUB,Cubex Tubings Limited
REXPIPES,Rex Pipes And Cables Industries Limited
TMRVL,The Mandhana Retail Ventures Limited
SUPREMEINF,Supreme Infrastructure India Limited
LAXMICOT,Laxmi Cotspin Limited
SSINFRA,S.S. Infrastructure Development Consultants Limited
VSCL,Vadivarhe Speciality Chemicals Limited
DKEGL,D.K. Enterprises Global Limited
NEXTMEDIA,Next Mediaworks Limited
KSHITIJPOL,Kshitij Polyline Limited
TIMESCAN,Timescan Logistics (India) Limited
VIVO,Vivo Collaboration Solutions Limited
VIJIFIN,Viji Finance Limited
21STCENMGM,21st Century Management Services Limited
PEARLPOLY,Pearl Polymers Limited
CADSYS,Cadsys (India) Limited
SILGO,Silgo Retail Limited
LGHL,Laxmi Goldorna House Limited
LFIC,Lakshmi Finance & Industrial Corporation Limited
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
DNAMEDIA,Diligent Media Corporation Limited
MOHITIND,Mohit Industries Limited
INFOMEDIA,Infomedia Press Limited
GOLDSTAR,Goldstar Power Limited
NARMADA,Narmada Agrobase Limited
TGBHOTELS,TGB Banquets And Hotels Limited
ACEINTEG,Ace Integrated Solutions Limited
SHANTI,Shanti Overseas (India) Limited
3PLAND,3P Land Holdings Limited
ASCOM,Ascom Leasing & Investments Limited
LATTEYS,Latteys Industries Limited
ADL,Archidply Decor Limited
TANTIACONS,Tantia Constructions Limited
KHANDSE,Khandwala Securities Limited
ZENITHSTL,Zenith Steel Pipes & Industries Limited
SOMATEX,Soma Textiles & Industries Limited
UNIINFO,Uniinfo Telecom Services Limited
RKDL,Ravi Kumar Distilleries Limited
RICHA,Richa Info Systems Limited
WILLAMAGOR,Williamson Magor & Company Limited
SILLYMONKS,Silly Monks Entertainment Limited
QUADPRO,Quadpro Ites Limited
METALFORGE,Metalyst Forgings Limited
ANTGRAPHIC,Antarctica Limited
JALAN,Jalan Transolutions (India) Limited
GICL,Globe International Carriers Limited
MITTAL,Mittal Life Style Limited
SIDDHIKA,Siddhika Coatings Limited
SPENTEX,Spentex Industries Limited
AVSL,AVSL Industries Limited
ADROITINFO,Adroit Infotech Limited
DYNAMIC,Dynamic Services & Security Limited
UWCSL,Ultra Wiring Connectivity System Limited
RMCL,Radha Madhav Corporation Limited
KAVVERITEL,Kavveri Telecom Products Limited
PULZ,Pulz Electronics Limited
MPTODAY,Madhya Pradesh Today Media Limited
TFL,Transwarranty Finance Limited
NKIND,NK Industries Limited
GUJRAFFIA,Gujarat Raffia Industries Limited
TNTELE,Tamilnadu Telecommunication Limited
BARTRONICS,Bartronics India Limited
ORTINLAB,Ortin Laboratories Limited
TIJARIA,Tijaria Polypipes Limited
PBAINFRA,PBA Infrastructure Limited
BTML,Bodhi Tree Multimedia Limited
KEERTI,Keerti Knowledge and Skills Limited
TECHIN,Techindia Nirman Limited
KHAITANLTD,Khaitan (India) Limited
IMPEXFERRO,Impex Ferro Tech Limited
LYPSAGEMS,Lypsa Gems & Jewellery Limited
BKMINDST,Bkm Industries Limited
THOMASCOTT,Thomas Scott (India) Limited
SUBCAPCITY,International Constructions Limited
ONELIFECAP,Onelife Capital Advisors Limited
PREMIER,Premier Limited
SPRL,Sp Refractories Limited
S&SPOWER,S&S Power Switchgears Limited
CMMIPL,CMM Infraprojects Limited
VICEROY,Viceroy Hotels Limited
ALPSINDUS,Alps Industries Limited
ABINFRA,A B Infrabuild Limited
VERA,Vera Synthetic Limited
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
WALPAR,Walpar Nutritions Limited
KALYANI,Kalyani Commercials Limited
BRIGHT,Bright Solar Limited
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
SANCO,Sanco Industries Limited
UMESLTD,Usha Martin Education & Solutions Limited
INDLMETER,IMP Powers Limited
MASKINVEST,Mask Investments Limited
SHYAMTEL,Shyam Telecom Limited
CONTI,Continental Seeds and Chemicals Limited
INNOVATIVE,Innovative Tyres and Tubes Limited
MINDPOOL,Mindpool Technologies Limited
ARENTERP,Rajdarshan Industries Limited
RMDRIP,R M Drip and Sprinklers Systems Limited
RADAAN,Radaan Mediaworks India Limited
PERFECT,Perfect Infraengineers Limited
DRL,Dhanuka Realty Limited
AHIMSA,Ahimsa Industries Limited
BLUECOAST,Blue Coast Hotels Limited
DESTINY,Destiny Logistics & Infra Limited
CANDC,C & C Constructions Limited
ABNINT,A B N Intercorp Limited
ACCORD,Accord Synergy Limited
FELIX,Felix Industries Limited
GLFL,Gujarat Lease Financing Limited
SRIRAM,Shri Ram Switchgears Limited
CREATIVEYE,Creative Eye Limited
EASUNREYRL,Easun Reyrolle Limited
TARAPUR,Tarapur Transformers Limited
SMVD,SMVD Poly Pack Limited
OMFURN,Omfurn India Limited
NORBTEAEXP,Norben Tea & Exports Limited
TCIFINANCE,TCI Finance Limited
SABEVENTS,Sab Events & Governance Now Media Limited
SKSTEXTILE,SKS Textiles Limited
PAEL,PAE Limited
NIRAJISPAT,Niraj Ispat Industries Limited
DCMFINSERV,DCM Financial Services Limited
LAKPRE,Lakshmi Precision Screws Limited
AMJUMBO,A and M Jumbo Bags Limited
SABTN,Sri Adhikari Brothers Television Network Limited
AILIMITED,Abhishek Integrations Limited
HOTELRUGBY,Hotel Rugby Limited
BHALCHANDR,Bhalchandram Clothing Limited
MELSTAR,Melstar Information Technologies Limited
MANAV,Manav Infra Projects Limited
GRETEX,Gretex Industries Limited
TRANSWIND,Transwind Infrastructures Limited
JAINSTUDIO,Jain Studios Limited
RAJRILTD,Raj Rayon Industries Limited
ABHISHEK,Abhishek Corporation Limited
ABMINTLTD,ABM International Limited
AHLWEST,Asian Hotels (West) Limited
AIFL,Ashapura Intimates Fashion Limited
ALCHEM,Alchemist Limited
ARCOTECH,Arcotech Limited
ASIL,Amit Spinning Industries Limited
ATCOM,Atcom Technologies Limited
ATLASCYCLE,Atlas Cycles (Haryana) Limited
ATNINTER,ATN International Limited
AUSTRAL,Austral Coke & Projects Limited
AUTOLITIND,Autolite (India) Limited
BGLOBAL,Bharatiya Global Infomedia Limited
BHARATIDIL,Bharati Defence and Infrastructure Limited
BILENERGY,Bil Energy Systems Limited
BINANIIND,Binani Industries Limited
BLUEBLENDS,Blue Blends (I) Limited
BLUECHIP,Blue Chip India Limited
CELESTIAL,Celestial Biolabs Limited
CHROMATIC,Chromatic India Limited
CKFSL,Cox & Kings Financial Service Limited
COX&KINGS,Cox & Kings Limited
DALALSTCOM,DSJ Keep Learning Limited
DIAPOWER,Diamond Power Infra Ltd
DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited
DQE,DQ Entertainment (International) Limited
DRCSYSTEMS,DRC Systems India Limited
DSKULKARNI,DS Kulkarni Developers Limited
EASTSUGIND,Eastern Sug & Inds Limited
EMCO,Emco Limited
EON,Eon Electric Limited
ESSENTIA,Integra Essentia Limited
EUROCERA,Euro Ceramics Limited
EUROMULTI,Euro Multivision Limited
EUROTEXIND,Eurotex Industries and Exports Limited
FEDDERELEC,Fedders Electric and Engineering Limited
GAMMONIND,Gammon India Limited
GANGOTRI,Gangotri Textiles Limited
GAYAHWS,Gayatri Highways Limited
GBGLOBAL,GB Global Limited
GFSTEELS,Grand Foundry Limited
GISOLUTION,GI Engineering Solutions Limited
GITANJALI,Gitanjali Gems Limited
GVKPIL,GVK Power & Infrastructure Limited
ICSA,ICSA (India) Limited
IVRCLINFRA,IVRCL Limited
JIKIND,JIK Industries Limited
JINDCOT,Jindal Cotex Limited
JMTAUTOLTD,JMT Auto Limited
KGL,Karuturi Global Limited
KOHINOOR,Kohinoor Foods Limited
KSERASERA,KSS Limited
KSK,KSK Energy Ventures Limited
LAKSHMIEFL,Lakshmi Energy and Foods Limited
LEEL,LEEL Electricals Limited
MAFATLAFIN,Mafatlal Finance Limited
MANPASAND,Manpasand Beverages Limited
MCDHOLDING,McDowell Holdings Limited
METKORE,Metkore Alloys & Industries Limited
MODTHREAD,Modern Thread Limited
MOHOTAIND,Mohota Industries Limited
MUKANDENGG,Mukand Engineers Limited
MVL,MVL Limited
NAKODA,Nakoda Limited
NATNLSTEEL,National Steel And Agro Industries Limited
NITINFIRE,Nitin Fire Protection Industries Limited
NTL,Neueon Towers Limited
NUTEK,Nu Tek India Limited
OISL,OCL Iron and Steel Limited
OPTOCIRCUI,Opto Circuits (India) Limited
ORTEL,Ortel Communications Limited
PARASPETRO,Paras Petrofils Limited
PDPL,Parenteral Drugs (India) Limited
PINCON,Pincon Spirit Limited
PRATIBHA,Pratibha Industries Limited
PRUDMOULI,Prudential Sugar Corporation Limited
PSL,PSL Limited
QUINTEGRA,Quintegra Solutions Limited
RAINBOWPAP,Rainbow Papers Limited
RAJVIR,Rajvir Industries Limited
RAMSARUP,Ramsarup Industries Limited
REGENCERAM,Regency Ceramics Limited
RMMIL,Resurgere Mines & Minerals Limited
RUSHABEAR,Rushabh Precision Bearings Limited
SATHAISPAT,Sathavahana Ispat Limited
SBIHOMEFIN,SBI Home Finance Limited
SHARONBIO,Sharon Bio-Medicine Limited
SHIRPUR-G,Shirpur Gold Refinery Limited
SINTEX,Sintex Industries Limited
SKIL,SKIL Infrastructure Limited
SPCENET,Spacenet Enterprises India Limited
SPYL,Shekhawati Poly-Yarn Limited
STAMPEDE,Stampede Capital Limited
STERLINBIO,Sterling Biotech Limited
TALWALKARS,Talwalkars Better Value Fitness Limited
TALWGYM,Talwalkars Healthclubs Limited
TECHNOFAB,Technofab Engineering Limited
TECILCHEM,TECIL Chemicals and Hydro Power Limited
THIRUSUGAR,Thiru Arooran Sugars Limited
TULSI,Tulsi Extrusions Limited
TVVISION,TV Vision Limited
UNIPLY,Uniply Industries Limited
UNITY,Unity Infraprojects Limited
VALECHAENG,Valecha Engineering Limited
VALUEIND,Value Industries Limited
VIDEOIND,Videocon Industries Limited
VISUINTL,Visu International Limited
WINSOME,Winsome Yarns Limited
WSI,W S Industries (I) Limited
ZICOM,Zicom Electronic Security Systems Limited
ARTEDZ,Artedz Fabs Limited
BANSAL,Bansal Multiflex Limited
BOHRA,Bohra Industries Limited
CKPLEISURE,CKP Leisure Limited
FIVECORE,Five Core Electronics Limited
FOURTHDIM,Fourth Dimension Solutions Limited
OPAL,Opal Luxury Time Products Limited
POWERFUL,Powerful Technologies Limited
SIIL,Supreme (India) Impex Limited
SONISOYA,Soni Soya Products Limited
VASA,Vasa Retail and Overseas Ltd
